jobTitle,jobSubTitle,jobSalary,applyNum,resumeReadPercent,jobWelfare,jobRequirement,jobCity,jobDescription,needNumber,positionTotal,companyCharacter,feedbackRation,companySize,creditCode,operatingStatus,regAddress,orgNumber,regCapital,companyIntro,Real/Fake
 娱乐厅服务员,晚班一肯付出妹子收入多 ,薪资面议,2,100,,学历不限_经验不限,bj, 身体健康，形象气质佳，具有服务员工作经验优先 ,若干,4,无性质,0,10-49人,91320508094126164E,在业,苏州市彩香路6号3号楼3508室,094126164,10万元人民币,老板使用58招人神器【招才猫直聘APP】发布该职位，公司招人的诚意大到无需描述，赶紧来应聘吧。,1
 普工,普工保底6K包吃住可借支 ,4500-7000元/月,0,99,五险一金_包住_年底双薪_房补_加班补助_包吃_夫妻房_劳动法加班费_做六休一,"学历不限_经验不限,可接收应届生",gz, ------火热招募开始啦------郑重声明：本公司招聘，不取收任何费用（已加入求职者保障计划）！求职者可直接来电报名！！！直接来电报名！！！求职者可直接来电报名！！！直接来电报名！！！求职者可直接来电报名！！！直接来电报名！！！（可大批量招收寒假工）（可大批量招收寒假工）（可大批量招收寒假工）本公司从事车载摄像头、车载显示屏、家居安防电子类、监控产品类等。工作轻松简单，环境好，简单易学！坐着上班（中央空调），独立岗位和流动岗位均有，无需工作经验。入职后生活紧张的同事，当天入职可以借支200随后每周都可以借支几百，每月8号发工资，不压工资入职第一个月以：18-22元/小时计算，260小时保底也可以选做正式工： 底薪2650/月+加班费+各项补贴，转正综合底薪3000-3500元。每月综合收入5500一6800元，包吃住（长白班），当天安排食宿报名请直接来-电，以免错过入职时间，也可点击微-聊报名!!入职即与工厂签订劳动合同，辞职只需提前7天，当天辞职当天发放工资到你的银行卡（8号发工资，不压工资）求职请直接到（厂区或招募中心）不收任何费用（一）、招工要求1、男女不限、16岁一45岁，女生较多，对年龄要求较严格2、有本人二代身份证，在有效期内、有磁性3、无刑事犯罪前科4、身体健康、十指健全5、无需工作经验、生手熟手均可、生手进厂后有老员工带当天应聘人员需带齐行李物品+身份证件、当天安排住宿（二）：小时工待遇（包吃住）1、小时工：18-22元！！！18-22元！！！18-22元！！！2、每月有：290个一320个工时（每月有260个小时保底，加班较多）3、小时工收入：5400一6200元、现在是旺季.加班比较多.平均一天上10-11小时左右。4、小时工：最短做满7天就有工资、辞工只需提前3天、当场结算工资、小时工可以选择短期或者长期做。5、小时工综合工资的高低取决于个人加班时数的多少，加班自由、不限制加班（三）、正式工待遇1、正式工：5500一6800元、每个月8号准时发工资，不压工资2、底薪2550（元）、转正综合底薪3500-4000元，加班费按劳动法算，平时加班1.5倍、周末加班2倍，节假日3倍，5天8小时之外算加班，平均每天加班2至3小时。另外还有岗位津贴400，绩效350一500，奖金等200，全勤200等（四）、免费食宿（包吃包住）1、饭堂：有米饭、粤菜、湘菜、川菜、窗口。小食有水饺、馒头、面包、鸡蛋、吃饱为止，持厂牌即可刷卡就餐（外宿有餐补400，住宿补贴300）2、免费提供住宿、4一6人一间，房间大，干净整洁（电梯宿舍）3、宿舍配备WIFI、独立卫生间、洗澡间、空调、学习桌、热水器等用品。（每个宿舍配有洗衣机，员工不得霸占，一经发现，将会被罚款50元，宿管不定时巡查）4、宿舍综合楼还配有电-影-院，周末免费开放，播放最新上映电-影。(每周一、三、五、周末为影院开放时间，5元即可观看3D大片）（五）：车间环境1、车间配有：饮水机，休息间（管理宽松）2、车间配有中央空调冬暖夏凉3、都是坐着上班，穿的是普通工衣、4、上班气氛好、管理宽松、车间在上班时间、会播放轻音乐、5、上厕所不管控（15分钟内能回来，不需要请假，不是流水线，完成工作可以提前下班）、车间有专门吸烟区，每上2小时休息15分钟（不管控）（六）工厂福利1、工厂每月会组织一次户外烧烤，露营，聚餐。每季度会安排优秀员工赴香港澳门，旅游（所有车间推荐最优秀的员工，100个名额）2、节假日会发放牛奶、洗衣液、水果、礼品等等，企业活动丰富。3、年终会有大型抽奖活动，奖品有数千元的现金奖励和最新版本智能手机，平板电脑，以及冰箱空调大礼包，数量多，人人有机会（七）【报名方式】1、拨打电话：点击查看联系电话，电话咨询人事主管2、短信报名：姓名+年龄+报到日期发送到人事主管3、投递简历：收到简历后我们会第一时间联系你或咨询邀请添加好友报名，以免错过入职时间！ ,100人,60,股份制,100,1000人以上,91440101MA5APFLD22,存续,广州市黄埔区丰乐南路108号203房,MA5APFLD2,200万人民币元,"企业的核心思想是以人为中心。保障了大家的利益，才能保障企业的核心利益。
要大家觉得帮助企业的成长，才能让企业最强大。所以我们的核心思想就是以大家为中心。
最人性化的管理。让大家上班开心。
福利待遇让大家稳定。一起学习，培训。一起成长，一起努力。
企业的良好口碑都是源自于大家的努力。
目前企业订单持续稳定增加。希望新的队员加入我们共同努力！",1
 保安,大兴亦庄急招保安四千起 ,3000-5500元/月,2,94,年底双薪_加班补助_交通补助_饭补_话补_房补_周末双休_五险一金_包住_包吃,学历不限_经验不限,bj, 职位描述【当天入职，安排吃住，报销路费，不收任何费用及押金，不压身份证】一、应聘条件：1、男性，身高1.65米以上，保安队员18—58周岁。2、有身份证，身体健康、五官端正、无残疾、无前科、无明显纹身，3、思想进步，工作认真，会讲普通话，有理想、有追求的社会青年，4、学历、工作经验不限，应届生，农村城镇待业青年均可，退伍军人或有相关工作经验者优先，5、能服从公司安排，有组织性和纪律性，二、薪资待遇：1、根据个人条件及素质定工资基本都在3500-6000之间。2、每天工作时间10小时，12小时的，每周轮休一天，公司免费提供食宿，免费发放服装、被褥，工作轻松简单，环境优越，员工享受带薪休假，宿舍无线网，洗衣机俱全，3、工资每月准时发放、绝不拖欠。4、入职后会有定期培训，提升员工各项素质能力，通过考核可以提升管理职位。5、保安教官，班、队长工资面议，三、工作说明：公司直聘，项目很多，驻勤单位也不一样，有形象岗、坐岗、巡逻岗、中控岗等等，工作轻松简单好干，根据个人实际情况安排入职，驻勤单位的待遇、工作时间、用人标准不一致，具体工资会根据应聘者的个人意志、分配单位与个人条件综合而定，四、工作去向：1、北京及周边地区:中、小学校园，幼儿园、企事业单位、物业小区、教育院校、金融机构、高档写字楼、写字楼、大厦、商场酒店等。2、公司采用人性化管理、可根据个人意向就近分配工作单位(如有单位环境不适应者可以就地调换)。五、入职手续：1、没有培训和试用期，可直接带行李和洗漱用品过来面试，面试合格当天安排食宿，2、持有效身份证件，上岗签订正规《劳动合同》 ，保障您的合法权益，《友情提示》我们是公司直聘保安员，不收任何押金和费用，不以任何名义扣押您的身份证或有效证件，可实地考察，我们这可能不是北京工资最高的地方，但绝对是最靠谱的地方，我们实实在在，不会以高工资的噱头吸引您，不用任何的谎言欺骗您，让您留下，等发工资的时候，辛辛苦苦到最后却得不到靠谱的工资，给您承诺的就是您可以得到的，信任都是互相的，首先我们做到了。由于工作繁忙，如果您觉得工作合适，请电话联系。简历看到后会及时回复！查看更多公司介绍公司直招保安，无任何费用，不压身份证，直接来单位，不用来回跑，当天就能安排吃住。带行李来可以直接签订《劳动合同》工资发放有保障，来了就能上班，不用培训，不用交押金。当天入职即可安排吃住，绝不收费。 ,10人,58,私营,11,1000人以上,911101063483379311,开业,北京市丰台区方庄芳城园一区17楼A座805-01,348337931,,"公司成立于2007 年，由中央警卫局、公安部八局、北京卫戍区、38 集团军、总队等退转军人和安全技术为核心的骨干团队应势而生，是一家集成了人力防范、技术防范和实体防范的准军事化专业保安服务企业公司注册资金6288万元，党委、工会、团委、妇联组织健全，在册党员数量526人，机关工作人员68人，北京区域合作单位850余家,驻勤点超过1800多个，目前安保人员己突破80000 人，其中骨干退转军人比例占90%以上，有独栋办公楼和训练场地，面积约9000 平米。公司主要业务涉及保安服务、停车管理、安防工程、保洁服务、园林绿化、职业培训等领域，我们致力于国家党政机关、文物保护、大厦、写字楼、商业街区、医疗机构、金融中心、教育培训、公寓住宅、公园景区、厂矿企业等行业的安保服务，以及承担大型勤务的重要辅警力量，根据国家的大安保背景下及行业特点做出自己积极的贡献。公司于2010 年成功通过lS O9001/ISO14001/0HSAS18001 三大管理体系权威认证，连续三年成功入围北京市政府采购、中央国家机关政府采购中心以及各区县政府采购共享名录，连续二年被推选为中国保安协会常务理事单位，北京安防行业协会副理事长单位，逐步打造有服务创新能力，忠诚履约，服务高效的创新型企业。",1
 电话销售,罗湖双休+旅游+高提 ,薪资面议,1,67,周末双休_免费旅游,大专_1-2年,sz, 培养计划：1、培养期间对符合条件者提供5400元月训练津贴2、配备优秀业务和管理人员作为导师，进行实战辅导3、提供完善的商业养老、医疗、意外保障保险。培养目标：成为保险，银行和投资业务全才一、福利及待遇：1.待遇及福利：3600~5400训练津贴+岗位津贴+钻石奖+季度奖+服务津贴+组织利益+保险福利+外出旅游+其他项奖金2.享有意外保险、定期寿险和住院医疗保险等综合保障；3.多元化的收入渠道，包括:人寿保险(健康、意外、养老、储蓄分红、团体意外险等)；财产保险(车险、设备险、家庭财产保险、货物运输保险、雇主责任保险、公众责任保险等)、证券业务、银行业务(如信用卡、借记卡等业务)、信托业务及产品、企业年金；4.公平透明的晋升机会，公司将为您成为职业经理人提供广阔的发展空间。符合上述条件可直接投递简历，如符合我司要求，将会通过电话或者邮件通知二、任职要求：1.年龄23—45周岁，男女不限，身体健康，品貌端正；无不良嗜好、无违法犯罪记录；2.大学专科（含）以上学历，专业不限；3.有一定自我进步学习能力；三、工作职责1、服务于公司VIP客户及高价值个人客户，为高价值个人客户提供全方面金融理财服务；2、通过与客户沟通，了解客户在家庭财务方面存在的问题以及理财方面的需求；3、根据客户的资产规模、生活目标、预期收益目标和风险承受能力进行需求分析，出具专业的理财计划方案，推荐合适的理财产品；4、通过调整存款、股票、债券、基金、保险等各种金融产品的理财产品比重达到资产的合理配置，使客户的资产在安全、稳健的基础上保值升值；5、协助客户开立帐户及一系列后期服务；6、定期与客户联系，报告理财产品的收益情况，向客户介绍新的金融服务、理财产品及金融市场动向，维护良好的信任关系。主动致电共创成功 ,4人,6,股份制,83,1000人以上,91440300746632784W,存续（在营、开业、在册）,深圳市福田区福田街道金田路东福华路北岗厦皇庭大厦19、20、21整层和裙楼05层01号,746632784,,"中国平安保险（集团）股份有限公司（以下简称“中国平安”，“公司”，“集团”）于1988年诞生于深圳蛇口，是中国第一家股份制保险企业，至今已发展成为融保险、银行、投资三大主营业务为一体、传统金融与非传统金融并行发展的个人综合金融服务集团之一。公司为香港联合交易所主板及上海证券交易所两地上市公司，股票代码分别为2318和601318。
     中国平安致力于成为国际领先的个人金融生活服务提供商，构建以保险、银行、投资为支柱的传统业务体系，坚持传统金融和非传统金融业务共同发展。传统业务方面，积极落实“金融超市，客户迁徙”两项核心工作；非传统业务方面，大力推动创新工程，将金融服务融入客户“医、食、住、行、玩”的各项生活场景，打造“一个客户、一个账户、多个产品、一站式服务”的综合金融服务平台，为客户创造“专业，让生活更简单”的品牌体验，获得持续的利润增长，向股东提供长期稳定的价值回报。
中国平安是国内金融牌照最齐全、业务范围最广泛、控股关系最紧密的个人综合金融服务集团。截至2014年6月30日，平安集团旗下共有24家子公司，具体包括平安寿险、平安产险、平安养老险、平安健康险、平安银行、平安证券、平安信托，平安大华基金等，涵盖金融业各个领域，已发展成为中国少数能为客户同时提供保险、银行及投资等全方位金融产品和服务的金融企业之一。此外，在非传统业务方面，集团已布局了陆金所、万里通、车市、房市、支付、移动社交金融门户等业务。2014年，中国平安互联网金融持续创新，规模与用户数显著增长。中国平安相信，非传统业务在取得良好发展的同时，也将为传统金融业务创造新的增长空间。
      中国平安拥有约60、8万名寿险销售人员和约21、2万名正式雇员。截至2014年6月30日，集团总资产达人民币3、8万亿元，归属母公司股东权益为人民币2,064、88亿元。从保费收入来衡量，平安寿险为中国第二大寿险公司，平安产险为中国第二大产险公司。
中国平安在2014年《福布斯》“全球上市公司2000强”中名列第62位；美国《财富》杂志“全球领先企业500强”名列第128位，并蝉联中国内地非国有企业第一；除此之外，在英国WPP集团旗下Millward Brown公布的“全球品牌100强”中，名列第77位，在全球保险品牌中排名第一；在全球最大的品牌咨询公司Interbrand发布的最佳中国品牌排行榜”中，名列第六位，成为中国保险业第一品牌。",1
 房产经纪人,储备经理人+带薪培训 ,5000-10000元/月,5,97,五险一金_无责底薪_带薪培训_公平晋升,"大专_经验不限,可接收应届生",bj, 工作内容：岗位职责：“一生一世只做一事，专心致志做到极致”1、成为麦田房产经纪人的条件：1）年龄20-34周岁；2）大专及以上学历；3）有意愿从事房产经纪业，符合麦田文化。2、工作内容：1）负责房源信息维护推广，打造个人顾问式职业品牌形象；2）为客户提供有温度的顾问式带看体验；3）促成买卖双方交易达成，交易过程为客户提供专业的权属转移服务。3、我们能提供：1）努力决定收入：底薪高、有保障：试用期无责高底薪5000元/月；收入有竞争力：综合收入高于其他行业销售的收入水平，1年内新人平均月收入达到10000元，2年以上的经纪人平均月收入会迅速达到15000---20000元；收入公平：努力决定业绩，业绩决定提成；努力越多，收入越高，永不封顶。2）有温度的福利，让你和家人都放心：麦基金：2011年6月成立的麦基金是麦田人身后最好的保障，帮助遇到困难的员工及其直系亲属。目前，麦基金累计为258个家庭送去了帮助和家人般的温暖，支出达432万元；还有更丰富的惊喜：离职感谢金+住房解决方案+节假日福利+员工体检+菁英大礼包+社团活动+人才推荐奖+五险+菁英出游+购房福利+金司徽+内部转岗奖励。3）职业发展：发展路径清晰：经纪人-业务经理-大店区经-大区总监-片区总经理-城市总经理；晋升速度快：从经纪人到业务经理的平均晋升周期1—2年，最年轻的业务经理22岁，入司仅1年升任业务经理；最年轻的大店区经24岁，入司仅4年升任大店区经。大BOSS模式：“有一个店长开一家店”业务线1800名管理干部100%自主培养，不看年龄、不看资质，业绩贡献和能力优先，机会公平，可以靠自己的努力实现。4）新人培训岗前培训：7天，帮助你了解行业、公司、文化及商务礼仪；春耕班：前4个月，每月2天，帮助你掌握房产经纪人作业模式需要的专业知识和操作技能；师徒制：帮助你快速将所学知识应用于实践。5）工作地点选择多：北京300余家店面，总有一家适合你。6）工作氛围：这里80%的经纪人，近40%的业务经理都是90后小伙伴。积极、乐观、进取的团队作战文化，麦田大家庭氛围。4、招聘流程面试流程短：初试通过进复试，复试通过进培训；面试结果反馈快：面试通过候选人1个工作日可获得面试结果。5、温馨提示：请您参加面试时携带最新更新的简历，并注明应聘职位。职位要求：工作时间： ,20人,68,股份制,62,1000人以上,911101057776574230,开业,北京市朝阳区望京东园三区16号楼3层301,777657423,2000 万元,"麦田房产2000年在福州成立，2005年进军北京，2007年拓展厦门。以二手房经纪服务为主营业务，涉及房地产、金融、互联网等多个领域。旗下设有北京、福州、厦门三大分公司，小麦科技公司，以及金诚丰金融服务公司。现有在职员工12000人，近600家直营连锁门店，服务客户650000人次。
多年来，麦田始终坚持以人为本的企业发展理念，致力于为员工提供全面的成长路径和发展空间。麦田与全国多家知名高校签署合作协议，探索校企合作模式，确保人才输入。在员工培育上，麦田倡导终身学习，以打造学习型组织，建设大学型企业为己任，通过浓厚的文化氛围和强大的人才育成体系，自主培育正直、诚信的房产顾问。
成就家园梦，开启新生活，麦田以文化为战略，在科技上兼容并包，在创新上不遗余力，集所有麦田人共同智慧，让房产流通轻松顺畅，为交易安全保驾护航，让顾客在寻找家的路上享受一段美妙旅程。
麦田努力丰富新商业文明，以平等、善意、共赢的理念与各方共同成长。
让生命绽放，让生活美好，让生态健康，是麦田的坚定使命。",1
 电话客服,电话邀约客服 ,6000-8500元/月,13,93,五险一金_包住_年底双薪_话补,中专_经验不限,sh, 负责通过电话邀约客户。公司有语音机器人自动外呼打出的意向客户，电话邀约，邀约对象都是有一定意向 。不用盲打做六休一  上午9点 至12点  下午1点至7点公司带薪培训 又兴趣的可以联系我 ,5人,19,股份制,7,50-99人,91310116052981314Q,存续（在营、开业、在册）,上海市奉贤区大叶公路5995号5幢1333室,052981314,500万人民币,上海博遥投资管理有限公司成立于2012年，注册资金人民币500万，随着企业不断的发展，目前已经在上海拥有四家分公司，并有近20家兄弟公司。公司从成立至今，一直致力于服务沪上知名的商业地产开发商，凭借着自身的资源优势以及对上海商业地产敏锐的洞察力，使其成为诸如万科集团，绿地集团，新城集团，旭辉集团等顶级开发商的优质服务商，2014年，更是被上海中房盟推选为理事单位，成为上海商业地产最具影响力营销品牌的一颗新星！ 上海博遥投资管理有限公司，一直以“为客户创造价值，为员工实现梦想”为使命，立志成为“客户最信赖的商业地产投资专家”！公司最大的资本就是人力资本，尊重人才，把专业而富有激情的人力资源整合在一起，为他们提供一个舒适的办公环境和公平竞争的平台，是我们博遥多年来不断成功的保证。未来三年，将迎来我们博遥飞速发展的三年，我们期望有更多有识之士加入我们，让我们在博遥这个温暖的大家庭里为改变自己的人生，改变家族的命运而奋斗不息！,0
 房产经纪人,房产销售高薪买五险#带薪 ,10000-20000元/月,1,100,五险一金_年底双薪_加班补助_交通补助_饭补_话补_房补_带薪旅游_奖金多,"学历不限_经验不限,可接收应届生",gz," 【岗位要求】（1）男女不限，年龄18-38，身体健康，善于沟通；（2）无经验者、应届生亦可；（3）能吃苦耐劳，做事认真勤奋，热衷于业务工作，有良好从业意识；（4）有上进心，有较好的团队合作意识，责任心强；（5）有强烈的成功欲望，勇于挑战高薪，强烈的赚钱欲望，具有拼搏精神。【薪资待遇】1.新人无责底薪2500—5500元+全行最高提成40%（不扣税）+开单现金奖2000-10000元不等2.入职后，新人统一带薪培训，一般次月收入可达8000-20000元不等3.福利:2个月转正，可享五险一金4.晋升:2个月一次晋升机会,能力强的同事,最短半年时间可晋升为营业经理(从事管理)4. 褒奖:设季度,年度竞争大赛,对优秀者褒奖,并给予公司付费去国内,国外旅游机会【提供福利】1、提供免费系统的岗位培训课程，帮助你了解学习一整套的产品知识和销售技巧。2、年终奖3、定期团建、聚餐。4、每月举行生日会、各种节日福利！！！5、免费国内国外旅游。6、购买社保，五险。7、完善的晋升通道，90%以上的管理岗位都是从内部选拔和晋升。8、其它:面试详谈 ",15人,15,私营,49,10-49人,914401017349172993,存续,广州市海珠区工业大道南路821号金碧都市广场50-55号楼首层自编号B19-2A号,734917299,50万人民币元,"广州市英辉房地产咨询有限公司（简称“英辉地产”）成立于2004年，是海珠区工业大道南板块最具影响力的房地产中介服务机构之一。公司规模不断壮大，业绩不断蒸蒸日上。我司秉承“你的委托，我必承诺”的服务宗旨为广大业主客户服务。现公司拥有数十名十余年房产经验的金牌资深经纪人，积累了优秀的营销人员和管理团队，建立科学化、人性化的管理模式。不断更新优质服务理念，追求更高更强的企业目标，实现提供专业、超值服务的承诺主张给予员工充分的自主空间，发挥个体创造性和主观性，建立积极向上的价值观和企业精神。我们公司文化以团结、和谐、奋斗、坚持、自信五点为中心，实行向“钱”看，向“厚”赚 ；一年买车，二年买房的奋斗目标。在此我们邀请有成功欲望的你与我们一起再创辉煌，见证我们在逐梦路上成为志同道合的伙伴。
自公司成立以来，倾尽心思与心血，从细节出绩效，提供良好的、具有市场竞争力的薪资待遇，并提供公平透明的晋升机制及广阔的发展空间。同时，公司经常举行晚会、旅游和各种各样的竞赛及员工活动，职员的业余生活丰富多彩。",1
 招商专员,招商运营 ,8000-13000元/月,3,88,五险一金_周末双休,学历不限_1-2年,sh, 作职责：1.负责淘宝、天猫、京东   、一号店等平台商家的引进、谈判工作，完成类目招募任务指标，支撑平台与商家的各项合作；2.负责类目下的新商家、平台现有商家包括KA商家的开发／接洽／谈判／流程跟进／店铺开通上线运营／交接运营活动，完成类目发布任务指标；3.代理商的开发拓展，选择和开拓有资质有经验的代理商资源，加盟条件和加盟政策的谈判，合同条件的把控，新老代理商的管理和维护；4.有能力根据日常商家接洽过程中面临到的问题针对性分析、调查，并根据结果制定或优化凸显产品优势的销售计划和话术；岗位要求：1.了解淘宝、天猫、京东   、一号店等平台的规则和基本的运营手段，对所负责类目的主要品牌和产品有了解；2.具有较强的类目行业经验，市场敏锐力、沟通谈判能力与目标推进能力，同时具备良好的服务意识；3.有TP公司或天猫店铺运营推广经验优先；4.具有一定的外部商家资源，返利网、淘粉吧、淘客类为主的优先； ,8人,9,个人企业,64,10-49人,91310116MA1J9BTMX7,存续（在营、开业、在册）,上海市闵行区恒西路189号1幢509室,MA1J9BTMX,14.286万人民币,"上海彬孚网络科技有限公司成立于2017年3月，是基于互联网+理念发展下由10年+技术团队成立的大型优品新品推广平台。
公司专注于阿里、淘系平台的营销，包括天猫以及淘宝平台的营销。成功地让客户真正实惠地享受到广大企业新品优品推广的红利，从而能免费获得所需要的产品。公司秉承“精准营销，为大众创造免费的商业模式。”的经营理念。着力打造出一个专为客户免费共享全球新优商品的大数据云商平台。

【公司发展历程】  2018年11月正式运营。随即获得上海白兔网络科技有线公司的首轮天使投资。",0
 美容师,1年形象好美容师5k包住 ,5000-10000元/月,29,14,五险一金_包住_高薪_高提成,学历不限_1-2年,sh, 美容师：8—10名！要求有工作经验！底薪5000+提成+奖金 包住岗位职责：1、为顾客提供皮肤护理、美容美体服务；2、安装美容仪器要求、程序、性能进行美容护理操作；3、保持工作环境的干净整洁；4、学习产品知识和专业技术，不断提高自身职业素质和技能；5、能指导美容助理工作。任职资格：1、形象好，气质佳，在18到30岁之间；2、有一年以上美容美体/纤体，仪器操作经验；3、沟通理解能力强、技术手法好，有服务意识；4、具有亲和力和团队精神，有上进心；5、有美容师资格证术或者中医证书优先考虑。 ,10人,3,无性质,0,10-49人,91310107MA1G0WPJ5P,存续（在营、开业、在册）,上海市普陀区长寿路632号东半幢,MA1G0WPJ5,200万人民币,老板使用58招人神器【招才猫直聘APP】发布该职位，公司招人的诚意大到无需描述，赶紧来应聘吧。,0
 酒店其他,城市便捷酒店保安 ,薪资面议,3,0,包住_包吃_加班补助_饭补,高中_经验不限,gz, 工作职责：1、了解酒店保安管理知识技能，确保酒店工作人员及客人的人身、财产安全；2、遵照保安主管指示，定时定点巡检酒店大楼；3、有一定的车辆管理知识，车辆出入登记、检查工作；4、了解治安消防管理条例，具有一定安全保卫意识及知识；5、及时处理各种突发事件并及时向上级汇报；6、完成领导安排的其他临时性工作。任职资格：1、18—40周岁，身体健康，容貌端正；2、服从工作安排，熟悉安全器材的使用；3、无不良犯罪记录，无明显纹身；4、良好的亲和力，退伍军人或有相关行业经验者尤佳。 ,2人,5,中外合资/合作,26,1000人以上,914401036852170847,存续,广州市荔湾区上九路46号首层、3、4、5、7、8、9、10层,685217084,10万人民币元,"城市便捷酒店是东呈国际集团旗下品牌之一，是一家卓越的酒店集团，旗下共有12大酒店品牌。

集团旗下拥有超过2000家酒店，客房数超过16万，分布于中国、马来西亚、白俄罗斯、缅甸、柬埔寨等国200多座城市

管理员工数量近6万，忠实会员数超过2000万。东呈每天服务客人超过13万人次，每年超过5300万人次。",1
 电话销售,高薪诚聘电话销售+ ,8000-16000元/月,0,67,五险一金_周末双休_晋升空间大,"高中_经验不限,可接收应届生",bj, 第一：有较强的挣钱欲望或者想晋升第二;有吃苦耐劳的创业精神第三：热爱销售这个行业，自信，善于沟通 ,10人,229,上市公司,14,1000人以上,91110105783991313X,开业,北京市海淀区学清路甲18号中关村东升科技园学院园三层301室,783991313,1000.000000万人民币,58同城成立于2005年12月12日，总部设在北京，在全国一二线城市目前共拥有27家直销分公司。网站定位于本地社区及免费分类信息服务，帮助人们解决生活和工作所遇到的难题。 58同城作为中国最大的分类信息网站，本地化、自主且免费、真实高效是58同城网的三大特色。其服务覆盖生活的各个领域，提供房屋租售、招聘求职、二手买卖、汽车租售、宠物票务、餐饮娱乐、旅游交友等多种生活信息，覆盖中国所有大中城市。同时还为商家建立了全方位的市场营销解决方案，提供网站、直投杂志《生活圈》《好生活》、杂志展架、LED广告屏“社区快告”等多项服务，并为商家提供精准定向推广的多种产品，如“网邻通”、“名店推荐”等等。 58同城是国内领先的生活分类信息网站，海量生活信息免费发布查询。提供找房子、找工作、二手物品买卖、二手车、58团购、商家黄页、宠物票务、旅游、交友等多种生活信息。每天千万人使用！58同城，您身边的生活帮手！ 58同城网同时也为商业合作伙伴提供：最准确的目标消费群体、最直接的产品与服务展示平台、最有效的市场营销效果以及客户关系管理等多方面服务。宗旨是：为没有工作的人，创作一个属于自己的平台。 企业文化 使 命：通过互联网让人们生活更简单 愿 景 ：人人信赖的生活服务平台 品牌定位：58，让生活更简单 核心价值观：用户第一、主动协作、简单可信、创业精神、学习成长,0
 电话销售,急聘销售代表+待遇好 ,8000-16000元/月,2,67,五险一金_周末双休_年底双薪_月度团建_奖金,中专_经验不限,bj, 工作内容：1、对接群体为企业的老板或者HR ，对人力资源感兴趣的小伙伴儿优先考虑。连接自己超大人脉。2、销售模式是电销+面销，以电销为主。3、有现成的资料，可直接联系客户，成交容易。4、提点是市场同行业内最高的。职位要求：热爱销售，有狼性，有要性，不受限，不设限！薪资福利：薪资结构：基本工资（3700-5800）+高提成+奖金福利待遇：法定五险一金+意外伤害险+年终奖+法定节假日+节日福利 ,10人,229,上市公司,14,1000人以上,91110105783991313X,开业,北京市海淀区学清路甲18号中关村东升科技园学院园三层301室,783991313,1000.000000万人民币,58同城成立于2005年12月12日，总部设在北京，在全国一二线城市目前共拥有27家直销分公司。网站定位于本地社区及免费分类信息服务，帮助人们解决生活和工作所遇到的难题。 58同城作为中国最大的分类信息网站，本地化、自主且免费、真实高效是58同城网的三大特色。其服务覆盖生活的各个领域，提供房屋租售、招聘求职、二手买卖、汽车租售、宠物票务、餐饮娱乐、旅游交友等多种生活信息，覆盖中国所有大中城市。同时还为商家建立了全方位的市场营销解决方案，提供网站、直投杂志《生活圈》《好生活》、杂志展架、LED广告屏“社区快告”等多项服务，并为商家提供精准定向推广的多种产品，如“网邻通”、“名店推荐”等等。 58同城是国内领先的生活分类信息网站，海量生活信息免费发布查询。提供找房子、找工作、二手物品买卖、二手车、58团购、商家黄页、宠物票务、旅游、交友等多种生活信息。每天千万人使用！58同城，您身边的生活帮手！ 58同城网同时也为商业合作伙伴提供：最准确的目标消费群体、最直接的产品与服务展示平台、最有效的市场营销效果以及客户关系管理等多方面服务。宗旨是：为没有工作的人，创作一个属于自己的平台。 企业文化 使 命：通过互联网让人们生活更简单 愿 景 ：人人信赖的生活服务平台 品牌定位：58，让生活更简单 核心价值观：用户第一、主动协作、简单可信、创业精神、学习成长,0
