0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
4000.0,5000.0,194.0,77.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,233.0,93.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,15.0,0.0,40.0,0.0,1.0,0.0,1.0,1.0,45.0,145.0,0.0,0.0,0.0,0.0,0.0,1
5000.0,6000.0,0.0,100.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,294.0,155.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,143.0,0.0,74.0,0.0,1.0,0.0,1.0,1.0,-1.0,292.0,0.0,0.0,0.0,1.0,0.0,0
5000.0,8000.0,291.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,71.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,23.0,0.0,1.0,0.0,1.0,1.0,100.0,110.0,0.0,0.0,0.0,1.0,0.0,1
3200.0,4000.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1000.0,84.0,0.0,0.0,0.0,0.0,0.0,0
-1.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,93.0,0.0,1.0,0.0,1.0,1.0,-1.0,488.0,0.0,0.0,0.0,1.0,0.0,0
5000.0,8000.0,14.0,100.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,405.0,74.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,80.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2000.0,442.0,0.0,0.0,0.0,1.0,0.0,1
8000.0,16000.0,33.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1149.0,681.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,12.0,0.0,64.0,0.0,1.0,0.0,1.0,1.0,500.0,446.0,0.0,0.0,1.0,1.0,0.0,0
3000.0,6000.0,32.0,79.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,153.0,0.0,0.0,0.0,0.0,0.0,0
3000.0,5000.0,34.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,527.0,233.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,50.0,9.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,980.0,445.0,0.0,0.0,0.0,0.0,0.0,1
8000.0,15000.0,23.0,56.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,89.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4500.0,6000.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1202.0,278.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,200.0,38.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,518.0,307.0,0.0,0.0,0.0,0.0,0.0,1
4500.0,6000.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,940.0,236.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,200.0,68.0,0.0,100.0,1.0,1.0,0.0,1.0,1.0,200.0,551.0,0.0,1.0,1.0,1.0,0.0,0
4500.0,9000.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,714.0,129.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,300.0,57.0,0.0,63.0,1.0,1.0,0.0,1.0,1.0,500.0,448.0,0.0,0.0,0.0,0.0,0.0,0
10000.0,18000.0,0.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,250.0,167.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,11.0,0.0,73.0,1.0,1.0,0.0,1.0,1.0,200.0,176.0,0.0,0.0,0.0,0.0,0.0,0
4000.0,4800.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,752.0,250.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,225.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,400.0,178.0,1.0,0.0,0.0,0.0,1.0,1
4800.0,5000.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,471.0,160.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,225.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,400.0,178.0,1.0,0.0,0.0,0.0,1.0,1
8000.0,16000.0,0.0,100.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,261.0,93.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,7.0,0.0,67.0,0.0,1.0,0.0,1.0,1.0,100.0,397.0,0.0,0.0,0.0,0.0,0.0,1
5000.0,8000.0,4.0,97.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,961.0,419.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,90.0,0.0,82.0,0.0,1.0,0.0,1.0,1.0,2000.0,442.0,0.0,0.0,0.0,1.0,0.0,1
6000.0,8000.0,6.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,375.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,225.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,400.0,178.0,1.0,0.0,0.0,0.0,1.0,1
5000.0,8000.0,3.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1036.0,473.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,65.0,0.0,94.0,0.0,1.0,0.0,1.0,1.0,2000.0,1101.0,0.0,0.0,1.0,1.0,0.0,1
8000.0,12000.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,373.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,12.0,1.0,1.0,0.0,1.0,1.0,100.0,118.0,0.0,0.0,0.0,0.0,0.0,0
-1.0,-1.0,2.0,54.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,49.0,0.0,1.0,0.0,1.0,1.0,-1.0,159.0,0.0,0.0,1.0,1.0,0.0,1
6666.0,8888.0,8.0,99.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,963.0,133.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,999.0,73.0,0.0,26.0,0.0,1.0,0.0,1.0,1.0,1000.0,508.0,0.0,0.0,0.0,1.0,0.0,1
6000.0,12000.0,22.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,276.0,110.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,40.0,0.0,1.0,0.0,1.0,1.0,10.0,76.0,0.0,0.0,0.0,0.0,0.0,0
4500.0,7000.0,0.0,99.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1636.0,388.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,60.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,200.0,170.0,0.0,0.0,0.0,1.0,1.0,1
5000.0,8000.0,0.0,98.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,854.0,187.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,204.0,0.0,53.0,0.0,1.0,0.0,1.0,1.0,1000.0,394.0,0.0,0.0,1.0,1.0,1.0,1
5000.0,6500.0,0.0,100.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1160.0,362.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,57.0,0.0,15.0,1.0,1.0,0.0,1.0,1.0,500.0,209.0,0.0,0.0,0.0,0.0,0.0,1
3300.0,4000.0,3.0,96.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,184.0,70.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,49.0,0.0,100.0,1.0,1.0,0.0,1.0,1.0,200.0,116.0,0.0,0.0,0.0,1.0,0.0,1
4800.0,6500.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,623.0,164.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,60.0,68.0,0.0,100.0,1.0,1.0,0.0,1.0,1.0,200.0,551.0,0.0,1.0,1.0,1.0,0.0,0
4800.0,8000.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,740.0,253.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,60.0,68.0,0.0,100.0,1.0,1.0,0.0,1.0,1.0,200.0,551.0,0.0,1.0,1.0,1.0,0.0,0
6000.0,7000.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,121.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,52.0,0.0,100.0,1.0,1.0,0.0,1.0,1.0,200.0,244.0,0.0,0.0,0.0,1.0,0.0,0
2600.0,3500.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,15.0,0.0,1.0,0.0,1.0,1.0,-1.0,218.0,1.0,0.0,0.0,0.0,0.0,0
3000.0,4000.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1000.0,84.0,0.0,0.0,0.0,0.0,0.0,0
4500.0,7000.0,1.0,99.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1636.0,388.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,60.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,200.0,170.0,0.0,0.0,0.0,1.0,1.0,1
8000.0,12000.0,17.0,33.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,856.0,215.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,130.0,0.0,0.0,0.0,0.0,0.0,0
6000.0,12000.0,4.0,93.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1520.0,902.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,30.0,0.0,67.0,0.0,1.0,0.0,1.0,1.0,500.0,712.0,0.0,0.0,1.0,1.0,0.0,1
6000.0,12000.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,433.0,180.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,0.0,78.0,0.0,1.0,0.0,1.0,1.0,100.0,472.0,0.0,0.0,1.0,1.0,0.0,1
8000.0,12000.0,1.0,86.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,758.0,370.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,30.0,17.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,200.0,84.0,0.0,0.0,0.0,0.0,0.0,1
7000.0,9000.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,654.0,292.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,20.0,0.0,95.0,1.0,1.0,0.0,1.0,1.0,100.0,229.0,0.0,0.0,1.0,1.0,0.0,1
5000.0,8000.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,536.0,133.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,28.0,0.0,75.0,1.0,1.0,0.0,1.0,1.0,100.0,221.0,0.0,0.0,0.0,0.0,0.0,1
8000.0,12000.0,46.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,776.0,245.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,30.0,7.0,1.0,15.0,0.0,1.0,0.0,1.0,1.0,2730.0,801.0,0.0,0.0,0.0,0.0,0.0,0
3500.0,6000.0,31.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,276.0,141.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,178.0,0.0,0.0,0.0,0.0,0.0,1
5000.0,8000.0,27.0,33.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,130.0,0.0,0.0,0.0,0.0,0.0,0
3500.0,4000.0,7.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,30.0,0.0,0.0,0.0,0.0,0.0,0
